Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99
HDAL_PMB_A_1	19718.20532714635	20914.45903593845	22030.07320640705	23054.739980440223	24441.810100031846	27055.36768031655	29032.141348447967	30863.15313097639	32608.015533663893	34609.27139851207	37095.12282511277	40222.40257885252	42646.3392091352	44159.9964681347	46174.23290508296	49008.06303412103	50296.17014116884	52181.69612130467	53758.60989670942	54749.235149229426	55979.007897488926	57060.63564315396	57626.5674973613	57582.010196158815	58215.63179244436	58541.73439552866	59058.370795041126	59789.463038679656	60013.11196947266	59613.120952035235	59648.12787260762	60272.618156695135	60436.87801491859	60381.04268465167	60796.05268493627	61340.5833127029	60806.97649516451	61021.237678349265	60912.03051507046	61161.92382264707	60878.280318277	60748.28417002395	60662.12305989681	60110.944915802414	60026.39143220989	59633.66475386343	59470.9687078105	59811.77593065294	59698.74783376691	59010.43788422831	58424.38068032566	58166.972481280834	57642.058593987036	57244.67845241188	57011.087794822924	56660.31385866499	56619.84470733939	56610.87438519437	56484.13844649656	56900.69167977298	56953.52776080095	57052.16251435658	57088.637422262924	56939.86850394493	56331.01848480102	54718.161848518954	53217.70618177931	52040.48615100333	51150.55027996059	50585.8445193072	49698.22250051138	48905.51498802107	48066.61153061851	47692.516262537116	46388.837962214515	44863.32926404954	44211.16717150189	43887.61499837788	43601.88020954236	43171.99899344731	42346.27204679255	41219.17689613735	40087.47182055823	39197.33325594367	38042.04109064913	36453.32817622674	34760.50775403328	33407.167501909586	32159.611187136517	31153.443858560466	29623.315992078253	27462.574975229174	24342.41026689679	21631.643136499	19645.326106130986	16368.494207132373	12960.944557245431	9130.175933127726	5124.973762912333	1874.551018876499
HDAL_PMB_H_1	30438.060400236445	32894.03689442868	35249.034163314966	36498.24966950221	38356.110614518286	41097.08005740605	43402.87125681996	45489.82050768231	47726.51111989588	50301.42050510476	53589.16781992596	57927.955496945724	61501.08145274421	63525.18853242416	66090.08168552529	68806.91426225347	70166.3752501889	71786.90462843659	73429.12343651742	74272.51522310292	75431.53396347017	76824.59405741212	77268.54283613502	77004.35678529387	77456.8130762198	77924.53636175291	78726.40095841185	79579.39074337044	79931.00237660766	79233.35684336592	79222.65206986162	79109.47536207357	79771.92373222279	80066.36253044731	80735.80820348261	81501.89369974424	80542.78812972222	80393.3161023516	80329.44054001963	80727.52731088517	80640.51820108054	80350.46504264424	79995.29298967097	79328.17217414519	79105.84351336872	78218.22664570951	77491.63237397336	77463.09047705597	76809.95181042445	75056.40381864744	74028.42523962597	73459.94296012647	72945.81920384559	72493.67445816031	71851.4557823314	71564.80340286395	70667.51105756161	70058.18084202262	69014.00656992743	68898.4217483872	68447.67737516735	68607.33625044642	68581.88427035401	67998.61185417419	67039.42033976431	65368.22889271131	63644.94155456375	61914.17474687754	60772.54873427977	59940.08618279478	59116.152079494546	58174.697089668705	57149.52588739909	56252.96384294799	54809.46973609215	53034.1840089821	51988.03519600502	51574.42522023961	51314.536995431954	50588.06644351798	49442.509486635165	48293.04687418745	46854.05685710029	46116.52881539198	43643.23554703844	41170.19569228563	39267.84185916646	37966.52509781531	36532.00824825501	35366.71817284346	33414.429113971586	31173.08156933137	27734.26213782712	25011.71245149217	22255.586279125124	18207.130450060256	13943.6175241547	9801.709867241012	5140.820685684931	1807.6290138744837
HDAL_PM_A_18	19935.172191116344	21430.370528174317	22987.96610918396	25427.217168387353	27163.32055590685	29586.32831678046	31638.278313085666	33701.3281353133	37008.62259143684	39728.12531033876	42492.44871334051	45703.16351336159	48338.466014082034	50005.880302333964	51968.45982684982	54978.76443302137	56152.1613502485	58259.3976762134	60562.89745112085	62406.51611909282	63932.137548821025	65218.2832471446	65912.17764391623	66083.37347169082	66692.02201549373	66978.3205384924	67299.31070483448	67808.46260595214	68245.81453119974	68211.2166780287	68163.80136736184	68530.99439267034	68442.25589783132	67949.01353570218	68033.89141400314	68420.39919960868	68078.87483964312	67944.97703489395	66838.3560826508	66249.18033155079	65708.9675433742	65314.61710293122	64821.12351639688	64537.537078967456	64485.26760069651	64112.43799609963	64170.42481616713	64559.64991807216	64571.07936891045	64120.51692369292	63540.28690019993	63933.1972680583	63632.65826197707	63294.54084606416	63193.78104603017	63106.09683825113	63396.8813497071	63953.89048881597	63969.25327436407	64371.3652239214	65194.48531864486	65852.16293016683	66249.06487748458	66395.77436653757	65928.15328811176	64783.05666445775	63632.23137879801	62619.17785505292	61538.99293432731	61237.87060331314	61058.96762649558	61067.359062410476	60108.47529227206	60482.15690559548	59506.18927958159	57880.31742163496	57380.36229813541	56916.317379306376	56470.010036692765	56058.374994935446	55031.92275802265	53638.183737683685	52420.179122090274	51181.996242923546	49882.423409950155	47985.12975101715	45966.50875713778	43566.19492813656	41440.36678191838	38542.63194844697	36356.38130048912	33238.74129597028	29194.91057896002	25527.2718273146	22515.24808641953	17980.176943088332	13704.3946234626	9300.537412875034	5478.585698683792	1872.0709940583547
HDAL_PM_A_3	18072.492447186203	19171.990718304136	20576.524820888466	21944.10762684052	23202.414471748594	25436.507978008638	27719.179406914038	29444.115588158205	31461.07030169019	33770.21428158795	36106.24924737003	38740.71306233778	41187.6227842333	42689.80769054475	45057.36336808921	48304.69213084337	49654.43441097592	51549.16818164092	53539.24126838987	55330.81353555493	57175.25386390566	58710.32341665262	59111.662950350976	58912.234837401644	59449.89308282265	59589.76997568158	59603.45940735168	60124.1519946725	60796.24547804234	60670.31404883086	60751.93332403499	61362.32859267518	61405.67839021427	61143.14758100132	61315.770796724704	61657.840137152736	61284.267221955226	61294.110679420206	60754.72433401661	60623.31436334046	60390.76695377205	60021.59468479797	59852.47393315129	59573.82569505794	59589.306058165545	59449.61010462634	59430.93485923769	59533.798635271574	59419.091277569234	59132.42276287738	58886.111444748734	59101.01126905966	59080.96632043025	58654.069183075684	58853.398114496245	58986.67512575166	58978.284237980675	59159.12435813335	58755.75260862752	59175.69938253201	59493.21032673696	59635.312303610954	60044.11515719456	60115.2987871664	59945.052316853136	58452.89323157849	57314.645401682916	56354.116879715766	55516.0592738444	55802.06357250194	55494.16673766921	55312.07710283701	54948.108804390366	55053.48896894054	53971.80873721393	52238.41941478105	51592.40034502568	51236.150344326794	50860.74211920585	50508.49958042197	49231.901239463514	47959.4494316613	46839.53589673838	45834.16145226881	44746.667594595514	43127.42635249404	41044.525536688416	38575.7323318781	36662.76488463442	34896.4299186382	32979.19407504065	30193.259375847345	25453.60363101569	22199.55392068695	19665.559018258515	15841.328747811302	11724.905257054927	7685.880230335739	4564.9390837497	1619.9349975944313
HDAL_PM_H_18	24373.584077589767	25556.07156082651	26543.61631939576	27419.125807566463	28559.618003045227	30678.762890245886	32736.13636396521	34391.562383345736	37972.44127626304	40604.776472548125	43688.40511850735	46392.56687304544	48844.42813736649	50353.65072002171	53266.18035281425	56000.27392469098	57113.20776442001	59275.95848649604	61342.113372599735	62495.521292040736	63545.7581802711	64323.141163961176	65389.64341102127	65568.48916361827	66055.66170907368	66718.21827105776	67041.99301310767	67586.38254255499	67682.07584096571	66991.23168292578	66797.98579025795	67194.43750239292	67123.65859855636	67015.70585665347	67315.14328582019	67935.01621921026	66201.22813510752	66375.80516507564	65880.83254791248	65875.57693591854	66250.79952267023	66252.07411943274	66296.87904695673	66183.64345063441	66191.10343990121	65507.274478447885	65085.779261668155	65181.29272352843	64752.880444176975	64554.17477297397	64529.61893057133	63153.07587707728	62361.743479795026	62304.21110147682	61657.073042419994	61091.285883995	60639.89454404555	60338.0038804884	59398.597458855686	59062.745440624174	59016.32337378934	59009.88248611081	58715.009931537934	58767.58313932903	58314.968087962894	57181.06877375087	55965.82207112056	54859.623521962385	53888.35548551041	53129.460216864056	52647.68568910365	51897.018180452906	50694.325692985505	49965.53441769583	48693.40954100684	47005.20676764755	46375.214343223284	46107.79007422625	45759.26199193044	45170.060555707	44085.26407934298	43252.21399113711	42106.659224839605	41319.74382408145	40124.521125806365	38337.32021172789	36583.42682035053	35426.00606953595	33667.02587898554	31134.605222288264	29372.42186532871	27051.844730553312	24148.876092873194	21645.66254858972	19554.2865253257	16586.898855846677	13205.559563894041	10074.722249213439	4202.894724985233	1452.0316606501049
HDAL_PM_H_3	24993.131103936797	27174.180719360123	29050.48286956314	30510.78160196933	32367.379159854383	35179.23233418527	38113.04478138979	40544.68104053077	43505.45733867187	46345.19886367975	49505.218992192575	52161.43123706077	55242.467869875254	57358.30950105564	59635.4367707255	62196.39843654238	63772.539117456356	65793.8675386993	68252.02090294246	69964.85531527032	72989.78711588997	74647.63818059278	74614.73531465174	74760.95124444146	75704.15996507145	76018.9670121641	76600.57902637727	77017.87380587462	77344.46386825255	76368.86806170727	75929.1272502858	75939.89999887682	75427.42441543794	74897.40023797617	74865.73141607177	75074.8392476631	74344.52333217456	73597.80692972922	71777.50261480457	70874.4680314028	70716.70153000033	69893.85486068409	69316.84548465916	68620.08915146538	68139.92647379373	67269.25402215097	66554.47057585049	66358.0534624841	66188.47013569144	65385.10151262415	64574.92081953922	64628.29959098629	64058.98119352385	63310.318763926676	63436.56982237881	63376.46949678191	63004.26825353567	62620.616469509776	61686.40047626976	61477.46634421193	61310.24457540739	61125.93361877812	60794.63167006339	60517.55807877476	60070.187172563914	58681.8668892524	57696.30249113586	56604.295043134385	55836.83681940367	55279.05416798309	55127.06209016325	54496.855528880355	53815.43591800862	53350.26453785243	52439.261278813385	50894.85376035872	50462.44572540157	50091.9525784725	49697.45742009506	49022.35827977876	47637.303153046254	45989.061765385086	44825.17409482706	43834.61850148743	42524.07334240003	40531.02828857794	38192.64872588377	36417.96056858835	34139.03810108281	31858.07355078645	29896.332386890805	26818.02232841245	23133.426093811075	19626.98043249123	16949.81175986649	13703.636380318185	10035.440651815929	6950.332088124887	3807.7463847804643	1400.817363059103
HDAL_V_A_1	25646.94859619499	27102.396221420648	30235.70510816901	35010.479211048165	35823.738317037234	39864.50569172813	42030.37313901698	44709.4236278254	44890.307251612816	45716.2439742586	47794.67333703349	51672.33663053374	54710.61497378451	56019.51216538219	58536.921418964914	60371.131799161914	60400.952630932836	65726.00807072967	67188.13190466043	67183.4794321828	68556.92472338375	69392.19918378831	69928.3465693811	69297.53427894444	69114.33215218109	69643.10255470133	70409.10590658532	71364.69668365814	71434.28282878296	70866.63676396279	71298.73999441012	72249.0904039661	71666.31786350907	70896.28044687326	72366.88963358388	73981.92912057193	73911.28160453902	73685.48094847111	72650.58327954209	72718.92145460995	71713.14306485865	70052.37960937349	68378.2631402171	67945.97950907737	67961.0935683148	68001.37697295225	68003.5707101186	69559.9079334555	70641.10093391649	69545.59878561946	69300.86285402846	68425.82635604695	67359.56791602023	63265.90943712263	62145.69879643133	60191.73686615426	60120.12754339981	60068.52540537365	60196.5045980179	60721.526304825355	60986.49266465353	61078.13555236439	61857.62544740648	62343.94862422255	62315.846271051305	61800.3977070346	60682.7069160568	59946.021922904176	57700.082454197865	56096.16391740748	55866.83961218114	56729.06852521307	56655.61743933544	56045.460932949136	56080.90875112909	56802.885839797535	57314.814678424824	56297.18046873667	55975.04827037613	55628.3240754365	55705.39070319443	54327.45590532448	53405.94168725725	52507.877128834734	51136.896639149956	49330.33342193136	48528.12836558153	46591.035641840914	45584.656153117445	43357.13164348661	40311.93547709981	35126.99761664805	28206.41388340523	23592.510479800465	20641.897360016905	16495.803442426222	13539.791867821803	11174.72775641055	9001.013264011955	3552.3331423323416
HDAL_V_A_18	27834.71884940354	30342.79038233554	34621.68162036606	38790.56036308938	40684.08987078951	43816.634700561	47316.34474126116	51392.15509496132	51746.32402773692	54116.32497297787	57851.848004746775	61936.20383780996	65802.11959137596	68432.00388461968	71793.5173197406	74654.18404032956	76422.24206281708	80324.62706847789	82112.58504761005	82603.25763146927	84880.7003281683	85911.76277711829	86656.60671233201	86374.85172666796	86579.34432760075	86798.18408517567	87927.93315950036	88531.37963523931	88400.41484055606	87812.56400425118	87498.12633654266	88451.1570417235	88315.39484268396	87061.08288290264	88474.49575559935	90474.01645468031	91074.36365855705	91239.31180008232	90415.48532932939	91037.12922446833	90841.86000820166	88957.75261642813	86979.47896468188	85862.63417118548	85786.01329775315	85700.75873962432	85430.813634099	85363.94379332753	86244.16187988388	85551.74059712324	84970.83823061455	84359.99045204629	83408.65682964853	80704.23993591875	79852.20011717967	79216.94419360574	78794.22296723463	78190.24967032367	77178.05698349151	77161.90067750929	76914.3281089242	77052.84237893093	77978.76669573478	77573.66505832117	77025.5108595576	75968.36169045954	74492.19404730572	73257.793293016	70512.01464804381	69013.03395937251	68930.37079390885	70225.3237137386	70066.65503042984	69248.88043676077	68353.4008468679	67996.22702517376	67737.79987885212	66014.11006981798	65327.276262013016	63707.279216878385	62719.79985646666	61270.49064272484	60568.982850528504	59432.84443720765	57146.325192029384	55108.32023504497	53268.86971852679	50333.58326405368	48083.07644763631	44699.07942687775	40981.14747436818	36128.95947324437	30006.449084486296	25299.486004523256	22075.371534746042	17385.307793565313	13102.551063052428	10046.078059256031	6844.2279187192835	2838.143017552423
HDAL_V_A_3	23668.989931275915	24584.233712034656	28203.62434950558	31684.184738113974	33616.6383632149	36137.72009996265	38405.07119202974	41054.5173422812	41811.455292841354	44063.65407529098	47940.9524447534	53165.035011851425	57106.702127208926	58831.42005518841	61376.525739058496	63209.374278916206	64572.29088576288	69584.10169073833	71552.05682187474	71990.19403141295	74149.11138367325	75485.00853087763	76648.63160145494	76677.91845911933	76723.676878075	77006.2896473832	78580.12001662406	79439.01483215937	79569.09263616834	79167.75446707233	79134.09100783941	80356.92390220544	80441.57444345366	79690.64329990042	81467.93267513378	83298.7819306028	83669.94603613662	83830.89907634332	82997.84206922828	83190.26478480236	82612.29585344795	81359.73602313148	79844.7993104329	79114.61104124655	79465.52545969342	80024.0509521076	79926.18010417435	81943.67709562629	83419.12435422263	83207.50104805604	83253.14607313446	82782.49626317056	81340.57073879165	78815.6324682149	78929.743246803	78515.37893683297	79162.46452931201	80079.65139721317	80695.4314820098	81753.91418402188	82327.98086437577	83538.12638604706	85323.02828093135	86343.64792524862	85881.64813580451	85761.13766942908	84843.90709657755	84438.75661701622	81451.25902040515	80392.51167964825	80307.5221008036	82183.96872458076	83367.66772222986	82942.20096387596	83303.02092144245	84253.25373248183	84871.86457259938	83437.60804028565	82191.32427671211	80809.10529553924	80340.99502793052	78439.96728750863	77512.62579686297	75864.85479548418	74158.80574014557	72930.07735272222	71505.48425447119	68645.86569241027	66157.1293980404	61650.733342469284	57345.953169364984	50108.003270044894	41277.16415470079	33700.59360096739	28719.250962368667	21843.087636613065	17343.995223249884	12901.239425521671	9056.325450394539	3697.162191876201
HDAL_V_A_4	24440.8018253839	26782.58321313759	33225.03181461242	39890.53510846578	42219.74691256596	46351.84173071177	49932.02237918401	53191.37780931519	52311.05236544644	53839.423638968656	57858.99261201714	62886.83778063611	67512.29672539241	69182.70446906434	72357.09296028056	75717.39573494476	76360.80891301077	79895.49127634324	82169.5065787723	81234.44038185316	83145.16671075887	84263.82602397441	84567.93907614272	83924.60861342696	84054.12205326495	83729.22990197742	84776.01417965954	85391.7732002926	85128.27614450363	84326.0320483395	83499.0076280917	84365.52867960178	84318.27499987939	83117.72863768718	85395.35429228346	87713.41843781846	88418.33408733294	88771.78735603143	88353.53851542779	88909.71143530145	87886.09211369332	85444.17705128774	83080.02243953374	81599.2896286268	82010.39115382129	82684.99444222022	82723.49272839376	84109.91054122047	85833.55208257509	85288.82774298314	84761.45543901467	83776.76856389001	82970.84308267626	80520.26572909275	78902.32007667878	77810.78277044646	77391.5854037166	76836.37746949858	76148.9801730989	76653.46805645153	76553.87684878794	76766.33079014618	78220.13417896171	78430.17949551769	77727.18714713282	76920.66003714119	75791.3398389288	74946.26134870894	71532.22453922825	69472.84179519163	69633.97002513359	71325.4916610896	71961.03671659475	70988.6127988418	70787.01612583769	71661.74098454327	71947.59819432948	69751.56869313067	69284.05663669581	67856.32879614095	67363.99352071199	65938.56858496585	65341.37308718395	64523.59113747561	62345.17814083153	60297.24884832205	59093.90331117914	56772.45000143165	54939.81948467455	50970.67656574361	46760.62691909722	41027.767003068235	33591.975697319154	27327.013469164132	22987.102878748457	17260.768207054054	13690.354218856071	10688.046019649906	8049.296418672117	3252.1365001674612
HDAL_V_H_1	42996.689929844746	44277.287552137976	47134.476442978026	49098.477880739454	52999.58962777102	57831.35740097875	62312.75103937956	67266.31770402554	71935.61783812511	79894.76094741322	86829.68169296956	92751.43373574768	99106.1237458252	102495.77186194378	106992.68070439949	112191.67153119287	113859.17347587053	116768.62110282808	120390.39748571032	122370.95178116123	125004.39928131385	127160.85868074071	128011.74718755955	127417.58564514872	127033.03412162157	127569.16910308767	128686.4648249117	129211.37170093264	128846.32842586264	128068.38151079301	128923.8490067326	130260.33839885436	130215.44316406251	130378.38756174302	131528.6196088339	132727.92301373606	131183.9193415048	131884.8375457207	131596.63511744054	131168.66929385546	131103.14532661613	130632.89777372107	127296.75056313576	124904.92903533265	124343.56704516022	123458.59694050574	122763.26373010752	122306.88755746216	122236.05297973618	121231.12219116175	119724.57069890684	119137.56430276162	118566.60669430261	117091.86037284568	117064.95636978117	116854.96908387262	115855.19101042593	114252.9037457369	112649.89620972997	112222.54282484495	111031.23518487875	110652.89904151692	109848.61023294722	108989.96911240225	107206.06529530497	103950.0951082169	99931.23614917068	96925.09206659133	94909.4199408276	93617.42533793864	92702.05153755551	91721.74627171442	89946.95042810588	88101.57764044916	85443.23472409004	82687.66510926066	81162.46184279697	80595.13447683663	79522.2020773571	78314.18582264484	75950.52732364503	73471.72271825204	71402.13024442847	69553.55658421008	67229.99506184657	63885.67267278289	60858.526061906625	58587.31290728416	55714.019691425376	52221.29945128501	48766.58881500685	44370.312202326204	35339.25384545881	30798.12797679187	27287.687676440233	22967.45410747915	17285.107873879144	12889.769516275375	8795.589079171794	3339.4349994361646
HDAL_V_H_18	35372.18765065516	36992.71173905567	40741.23253873745	42452.68963937254	44301.89571435497	46813.41389206193	50823.2382108599	55334.65183535069	60804.911365438784	66376.35695172686	71760.67146390675	76176.03845607108	81410.48176244309	84374.398950151	88037.67674589646	91420.50669076128	93314.10487906777	96565.14518979353	99747.05473596959	102259.40894251905	105374.04864751243	107577.91294668918	109032.9489489238	108513.08810523107	108072.01592804183	108073.70124225234	109276.99551846947	109920.86244757603	109593.67959560017	109017.17573536637	109583.60363212909	110695.61126822817	110172.9986386611	109168.88727214407	109844.36989999177	110424.97438975255	109651.32662743345	109005.66327352305	107081.27350968929	106031.88367558476	105543.73676266697	104948.76404934279	102623.35871606873	101441.27141889789	100911.32024370825	100401.62700477296	99760.74351059095	99368.26976688924	99628.58853009675	99436.48856332297	98487.19921906164	97651.2619900369	96853.60888551016	94753.30410845343	94753.966240063	94387.33808699592	94547.24345097352	93462.4386376124	92127.89510327781	91525.69785783948	91028.84726993287	90882.22260944218	90547.38275197936	90353.416362617	89019.41165912684	86551.82315310939	83263.00928734736	80931.43671229559	78992.97085207501	77707.24293902791	77223.0713274568	77339.51857153389	76498.61062395794	75319.6491433741	73392.7028107922	71813.48846589765	71029.60283861785	70037.12106052897	68697.21196659567	67168.48576833961	65293.94983059389	63180.63226441241	61844.6099988294	59644.46841135802	57163.28156968179	54591.39457149838	52492.3588451707	50406.38911074542	47411.24332469073	42334.67310601746	39253.164646891484	34972.015548045296	28829.744578840968	24737.533458360216	22087.893432826586	18670.9169119692	14263.04347515804	11029.448816593156	7004.525503820987	2970.1426228913515
HDAL_V_H_3	23827.056390510603	24782.90913137575	27391.783533062873	29168.831650655728	31140.223463996826	33437.52306341165	35812.69179372105	38613.6066889166	41165.12087865998	44450.93951047064	48585.15440328914	51708.62444412165	54865.666893372465	56350.43902980471	58440.22673296013	60544.44910131358	61530.06674615239	63937.233716598304	65711.46651624801	66711.11871393339	68322.21687176489	69501.4258350067	70255.24159670192	69989.63042043593	69757.86983536009	69938.28307884371	70584.13032775685	70988.1293180539	70864.6723695154	70458.9881899763	70662.16062183845	71244.7425412703	70921.75236328655	70215.68986608842	70959.2033594073	71641.47723561373	70985.88916569878	70776.71596023405	69983.94696334419	69460.76267629076	69070.73271368776	68433.8595668625	67373.87643334483	66728.69682451381	66578.80513078843	66558.541085985	65919.24159734402	66083.68745073174	66395.68395184072	66166.33480571027	65612.9563297964	65092.46496584541	64165.28586106103	62697.86979739131	62636.496645784704	62195.6617798258	61834.17230381269	61315.13034157878	60700.3833883665	60686.67561124485	60350.01069205181	60381.45960094831	60294.35118093447	60169.390223609196	59291.745161254286	58033.769398500655	56217.17989725918	55037.8981839636	53483.64274224651	52620.591854274724	52071.35576914945	52081.89274963696	51368.756320941124	50355.71940673622	49337.425379163855	48818.55415799801	48533.14694720708	47829.54571783214	47039.478136941085	46188.75103630699	45278.93611532293	44062.403316208205	43186.88350430713	41999.25843910615	40496.085762775736	38764.37645063192	37569.71679497322	36213.78051571421	34701.22265658737	32387.79231938731	30217.006607429383	27129.937348135347	22468.936385445297	19366.71744738163	17346.398977222034	14536.736014548664	10891.667993517482	8156.095145761361	5459.238426695639	2096.1551750624835
HDAL_V_H_4	26724.944365734875	27775.061168652755	31647.971022844424	34007.336145191424	36467.031103546135	40106.829829605165	43180.94992014049	46339.6710696603	48131.03144375693	51429.96710536127	56193.84965286073	60666.822861868626	65192.464192843196	67301.92660900758	70603.20907434184	73940.26364436107	74819.48367622144	77249.92031461088	79889.78296092004	81127.55591107353	83389.88319788326	84736.57899458079	85443.79583782115	85068.26921995582	84821.54205120294	84828.67948989455	86022.48412273437	86521.73108999402	86527.20577769095	86160.29665886547	86217.77211079649	87316.1090786686	87140.16869758173	86204.97894624816	87407.72395293528	88303.46070165595	87681.85283479054	87634.0337144772	86860.13320343124	86914.54241407104	86500.76672693688	85231.00444614494	83247.20619466976	82017.54383520469	81929.12386814108	81776.83246468814	81347.86875756578	81431.53020621707	82085.40205808521	81470.39875673084	80674.23531044486	80253.70557731825	79416.78172729907	77681.39611998736	77039.33386301357	76436.77444083594	75879.16034628468	74965.03463754294	73975.80617855878	74056.37842090886	73371.34445763186	73327.68926354343	73504.23965154107	73417.89171755771	72410.42863568262	70623.3724506872	68231.29187169592	66352.41543970551	64107.0660804503	62729.77476968389	62682.44385067158	63218.43808006849	62842.1696395026	61772.604357079814	60761.10370445788	59972.51790017103	59344.379151373854	57948.51144357062	56833.674713049746	55386.50855984374	53939.722961168634	52328.45881192518	51540.55267040755	50263.10214848069	48546.69977446317	46490.84058992782	45123.16469676545	43474.1624621938	41317.70718279199	37942.44568814062	35117.19744204474	31181.96767735293	25717.934523220425	21752.261765239116	19369.22799920809	15884.382500403233	12126.808659100363	9410.451506032954	6860.818067522759	2604.896050352643
HDLI_ADF_A_18	24513.063464842526	25541.508134140586	27329.592485901238	28592.132204930385	30333.69059835079	32973.50874459787	35312.11522293976	37817.59682771157	40592.69900134175	43941.167418112826	47176.34978467477	50593.57765793965	53738.55746072236	55548.98847356013	57848.158276482696	61019.78778255243	62576.243443895226	64703.486155854276	66726.51200628042	67792.71913769204	69730.28600312237	71227.62702269657	71915.72267050097	71702.7162156699	72334.70809027625	72872.86420617004	73364.93390871525	73710.23104537812	73898.13458642842	73359.30151710237	73472.91254168296	74221.66092459265	74214.36641157164	73813.90244671196	74237.61510050579	74876.56253892164	74459.19470838463	74360.92476105028	74250.5292780052	74035.23054517852	73552.9635674127	73273.62673430955	72485.54863996852	71935.39529557129	71837.46096666539	71320.62918192877	70949.88395581093	70556.2363894112	70232.66359929852	69489.73011439452	68689.0843760972	68571.98415842658	68419.50208755079	68008.42804534693	67653.283078547	67351.64280421121	67295.55511342661	66753.06310938654	65986.45106963174	65859.47879467517	65532.99591148918	65211.53511933877	64896.014972281024	64347.16540278788	63659.17996358905	61841.24366415592	60262.87109120783	58938.321272684785	57873.57417211866	57194.578866322794	56869.96848342437	56044.53819258959	55084.89956515721	53857.914842246326	52415.31864548654	50418.945071184105	49360.01126463649	49049.286868676994	48770.76722817978	48138.09857047429	46857.19379997756	45793.26010491881	44600.47522936739	43551.626353079846	42081.037053585256	40164.77588804198	38100.99009084253	36514.44278466942	34550.95182060305	32775.725251123054	30565.889714295892	27643.41425303116	23474.692909386325	20487.82598233907	18191.158647794047	14963.571442659639	11565.180286009625	8222.43339455409	4927.871051135594	1691.00723076822
HDLI_ADF_H_18	20584.471638649076	24738.651402649193	28980.311249376322	30136.929279708245	31985.567810567267	33444.124844435515	33939.055456518225	34412.205590203135	35540.44889805691	37050.81989730295	38187.09145846664	41998.92131872287	44098.18904011149	45060.07903349548	45885.660111685575	47341.38512856986	48115.85359133828	48394.02005622973	49053.59291026137	49584.72658791119	50477.15213841722	51885.02476110819	52712.78130258021	52536.11270684178	52675.18638099438	52827.88493203605	52982.394663411724	53222.149030391236	53348.78622433738	53020.41170070358	53099.50396040741	52275.587084903134	52928.88852132171	53449.65012211475	54304.92797960165	55044.886510895965	54953.79343892765	54104.33872520644	53783.64457399706	53809.95037069865	53360.888684315396	53222.30193619331	52691.5138027398	52126.60088308472	52205.603529985485	51970.91411947974	51401.89611986875	50818.90461935689	50187.47840699853	47874.99232608439	46871.598463056864	46703.77227284322	46553.425565382495	46188.00199668286	45971.67757892276	45575.44067387414	45213.7893513465	44941.520393316336	44714.82209850544	44902.17171247638	45013.36407997381	45659.2079577579	45747.56244535384	45420.54127851528	44463.60588049138	43495.58549819885	42663.50034837373	41615.39148038745	40936.812955009445	40493.615949639956	39953.15409361504	39459.19194120829	39014.94058307945	38437.038901455635	38131.55211406194	37654.30821831808	37169.76358014479	36997.45760661034	37056.08124865444	36866.312158025605	36005.87360032277	35097.59585021904	33929.73783000189	33129.03480011176	30098.33141601669	27540.738511333635	26196.618391617365	25284.060714841173	24428.44674941558	23514.963327015736	22418.9546839943	21112.56662529419	19062.479602184456	17628.887295489723	15281.530803824839	11810.81225644372	9398.495148298489	6211.561042776025	3369.746753308873	1110.4458152751167
