"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Vcard_DToL00007",704.747546359235,-0.701647698633074,0.296221607131406,-2.36865806457467,0.0178527500707651,0.321097165583726
"Vcard_DToL00008",3.2890593896743,-2.62402214565407,4.90104666914865,-0.535400358901272,0.592373042004685,NA
"Vcard_DToL00010",2651.4994868081,-1.0656639461116,0.601904914904223,-1.77048553637608,0.0766462917312647,0.614937666918139
"Vcard_DToL00011",242.23847956961,-1.25240178648146,0.69843152006126,-1.793163324547,0.0729468125409737,0.610373033886424
"Vcard_DToL00012",311.184390425679,-0.345483719327881,0.834522118081998,-0.41398988935358,0.678881511435184,0.957565656355853
"Vcard_DToL00013",230.577832742703,-0.220614705227324,0.979517242441572,-0.225227995657753,0.821801911512054,0.977335005423442
"Vcard_DToL00014",12533.1010523213,-0.363210678033127,0.393837723114776,-0.922234353683983,0.356406347432132,0.891220450732193
"Vcard_DToL00015",3070.32735073817,-1.22993344492384,1.09733271868987,-1.12083912561387,0.262356346549811,0.854550208950731
"Vcard_DToL00016",210.935667876821,0.852513551160768,0.517310832518841,1.64797158221062,0.0993585028070198,0.680665920979449
"Vcard_DToL00017",44.8091868730464,-0.0114473598633574,0.865107284972364,-0.0132323008512443,0.989442459541081,0.997279627537446
"Vcard_DToL00018",53.1541438052269,-0.283434780574539,0.823003754991373,-0.344390628664277,0.730552535571785,0.959493935970623
"Vcard_DToL00020",76.7098372134776,0.368916591699411,0.775567049100677,0.475673369732759,0.634307095856149,0.957565656355853
"Vcard_DToL00021",6091.73386488392,-1.06395254858605,0.720059512319603,-1.47758974137934,0.139517621845336,0.742234118648627
"Vcard_DToL00022",52.9496025267887,-1.16569901587063,0.947723801591652,-1.22999867040682,0.21869760274566,0.821528264188494
"Vcard_DToL00023",28.1080714632724,0.629095564029569,1.02515318256903,0.613660060492675,0.539439985975167,0.953574584626296
"Vcard_DToL00024",1667.40007706161,-0.230239072634733,0.364645627479307,-0.631405000592799,0.527775747194923,0.951208078424221
"Vcard_DToL00026",1352.2998233322,0.0848953122898103,0.403217662423886,0.210544626888302,0.833242624924386,0.978845180719712
"Vcard_DToL00028",150.492592988287,0.438763141883035,0.485576374276015,0.903592442151295,0.366211550332949,0.896238849374208
"Vcard_DToL00029",46.6471350534008,-0.381923672445703,0.918704935624008,-0.415719626221765,0.677615178075,0.957565656355853
"Vcard_DToL00033",201.146172210228,-0.0464182862758873,0.492461541226655,-0.0942576879410028,0.924904460349463,0.988788120939128
"Vcard_DToL00034",835.661064252001,0.612552390008528,0.427067573097757,1.43432194012144,0.151480412063406,0.758421778296284
"Vcard_DToL00035",43067.4313173354,-0.378962758421091,0.385528287935472,-0.982970044689743,0.325622181908274,0.88090188993522
"Vcard_DToL00037",2251.05791263397,0.461748055669271,0.481034690516626,0.959905937705572,0.337102557559295,0.886737649079296
"Vcard_DToL00039",128.313306468299,-0.927264961347592,0.616119220024963,-1.5050089839918,0.132321767000573,0.734251055360764
"Vcard_DToL00040",278.780015658334,-0.302652052828401,0.634311325037659,-0.477134871918664,0.633266084252079,0.957565656355853
"Vcard_DToL00041",9.81416618141315,-1.99557025727223,4.78053360077773,-0.417436718141168,0.676359002340293,NA
"Vcard_DToL00044",84.2446678275468,0.329526130383046,0.594481126570955,0.554308817647074,0.579367516757187,0.957565656355853
